Dalata.4	Dzingiberensis.15593
Dalata.1067	Dzingiberensis.17439
Dalata.1068	Dzingiberensis.17440
Dalata.1070	Dzingiberensis.17441
Dalata.1070	Dzingiberensis.17442
Dalata.1072	Dzingiberensis.17443
Dalata.1074	Dzingiberensis.17444
Dalata.1075	Dzingiberensis.17445
Dalata.1076	Dzingiberensis.17446
Dalata.1077	Dzingiberensis.17447
Dalata.1078	Dzingiberensis.17448
Dalata.1080	Dzingiberensis.17449
Dalata.1080	Dzingiberensis.17450
Dalata.1081	Dzingiberensis.17451
Dalata.1082	Dzingiberensis.17452
Dalata.1083	Dzingiberensis.17453
Dalata.1084	Dzingiberensis.17454
Dalata.1085	Dzingiberensis.17457
Dalata.1086	Dzingiberensis.17458
Dalata.1087	Dzingiberensis.17459
Dalata.1088	Dzingiberensis.17460
Dalata.1089	Dzingiberensis.17461
Dalata.1098	Dzingiberensis.17462
Dalata.1099	Dzingiberensis.17463
Dalata.1100	Dzingiberensis.17464
Dalata.1101	Dzingiberensis.17465
Dalata.1103	Dzingiberensis.17467
Dalata.1104	Dzingiberensis.17480
Dalata.1105	Dzingiberensis.17478
Dalata.1106	Dzingiberensis.17483
Dalata.1107	Dzingiberensis.17484
Dalata.1108	Dzingiberensis.17485
Dalata.1110	Dzingiberensis.17491
Dalata.1111	Dzingiberensis.17490
Dalata.1112	Dzingiberensis.17489
Dalata.1113	Dzingiberensis.17487
Dalata.1114	Dzingiberensis.17496
Dalata.1115	Dzingiberensis.17497
Dalata.1116	Dzingiberensis.17501
Dalata.1118	Dzingiberensis.17502
Dalata.1120	Dzingiberensis.17504
Dalata.1121	Dzingiberensis.17506
Dalata.1122	Dzingiberensis.17507
Dalata.1124	Dzingiberensis.17509
Dalata.1123	Dzingiberensis.17510
Dalata.1126	Dzingiberensis.17512
Dalata.1127	Dzingiberensis.17513
Dalata.1128	Dzingiberensis.17514
Dalata.1129	Dzingiberensis.17515
Dalata.1131	Dzingiberensis.17518
Dalata.1135	Dzingiberensis.17519
Dalata.1136	Dzingiberensis.17520
Dalata.1138	Dzingiberensis.17521
Dalata.1145	Dzingiberensis.17527
Dalata.1155	Dzingiberensis.17529
Dalata.1157	Dzingiberensis.17531
Dalata.1158	Dzingiberensis.17532
Dalata.1159	Dzingiberensis.17534
Dalata.1162	Dzingiberensis.17535
Dalata.1163	Dzingiberensis.17536
Dalata.1165	Dzingiberensis.17545
Dalata.1166	Dzingiberensis.17547
Dalata.1167	Dzingiberensis.17548
Dalata.1168	Dzingiberensis.17553
Dalata.1171	Dzingiberensis.17555
Dalata.1172	Dzingiberensis.17556
Dalata.1173	Dzingiberensis.17557
Dalata.1175	Dzingiberensis.17564
Dalata.1176	Dzingiberensis.17565
Dalata.1177	Dzingiberensis.17566
Dalata.1178	Dzingiberensis.17567
Dalata.1179	Dzingiberensis.17568
Dalata.1180	Dzingiberensis.17569
Dalata.1183	Dzingiberensis.17574
Dalata.1183	Dzingiberensis.17575
Dalata.1184	Dzingiberensis.17576
Dalata.1184	Dzingiberensis.17577
Dalata.1185	Dzingiberensis.17578
Dalata.1187	Dzingiberensis.17579
Dalata.1190	Dzingiberensis.17584
Dalata.1191	Dzingiberensis.17587
Dalata.1192	Dzingiberensis.17588
Dalata.1192	Dzingiberensis.17589
Dalata.1192	Dzingiberensis.17590
Dalata.1192	Dzingiberensis.17591
Dalata.1197	Dzingiberensis.17592
Dalata.1198	Dzingiberensis.17594
Dalata.1200	Dzingiberensis.17595
Dalata.1201	Dzingiberensis.17596
Dalata.1202	Dzingiberensis.17599
Dalata.1203	Dzingiberensis.17601
Dalata.1204	Dzingiberensis.17610
Dalata.1205	Dzingiberensis.17605
Dalata.1212	Dzingiberensis.17603
Dalata.1213	Dzingiberensis.17602
Dalata.1214	Dzingiberensis.17611
Dalata.1216	Dzingiberensis.17612
Dalata.1219	Dzingiberensis.17582
Dalata.1223	Dzingiberensis.17617
Dalata.1224	Dzingiberensis.17618
Dalata.1225	Dzingiberensis.17619
Dalata.1226	Dzingiberensis.17620
Dalata.1227	Dzingiberensis.17621
Dalata.1229	Dzingiberensis.17622
Dalata.1230	Dzingiberensis.17623
Dalata.1231	Dzingiberensis.17624
Dalata.1233	Dzingiberensis.17625
Dalata.1234	Dzingiberensis.17626
Dalata.1236	Dzingiberensis.17628
Dalata.1240	Dzingiberensis.17632
Dalata.1240	Dzingiberensis.17633
Dalata.1245	Dzingiberensis.17635
Dalata.1247	Dzingiberensis.17630
Dalata.1249	Dzingiberensis.17636
Dalata.1251	Dzingiberensis.17638
Dalata.1252	Dzingiberensis.17639
Dalata.1262	Dzingiberensis.17614
Dalata.1265	Dzingiberensis.17642
Dalata.1269	Dzingiberensis.17646
Dalata.1273	Dzingiberensis.17647
Dalata.1277	Dzingiberensis.17650
Dalata.1281	Dzingiberensis.17648
Dalata.1291	Dzingiberensis.17651
Dalata.1341	Dzingiberensis.17652
Dalata.1342	Dzingiberensis.17653
Dalata.1343	Dzingiberensis.17654
Dalata.1345	Dzingiberensis.17655
Dalata.1348	Dzingiberensis.17656
Dalata.1349	Dzingiberensis.17658
Dalata.1351	Dzingiberensis.17661
Dalata.1376	Dzingiberensis.17662
Dalata.1380	Dzingiberensis.17659
Dalata.1384	Dzingiberensis.17660
Dalata.1408	Dzingiberensis.17115
Dalata.1409	Dzingiberensis.17114
Dalata.1410	Dzingiberensis.17113
Dalata.1411	Dzingiberensis.17112
Dalata.1413	Dzingiberensis.17110
Dalata.1414	Dzingiberensis.17109
Dalata.1420	Dzingiberensis.17103
Dalata.1421	Dzingiberensis.17102
Dalata.1422	Dzingiberensis.17101
Dalata.1423	Dzingiberensis.17100
Dalata.1425	Dzingiberensis.17097
Dalata.1429	Dzingiberensis.17095
Dalata.1430	Dzingiberensis.17094
Dalata.1431	Dzingiberensis.17093
Dalata.1435	Dzingiberensis.17092
Dalata.1436	Dzingiberensis.17091
Dalata.1438	Dzingiberensis.17090
Dalata.1441	Dzingiberensis.17089
Dalata.1442	Dzingiberensis.17088
Dalata.1443	Dzingiberensis.17085
Dalata.1444	Dzingiberensis.17084
Dalata.1445	Dzingiberensis.17083
Dalata.1446	Dzingiberensis.17082
Dalata.1448	Dzingiberensis.17080
Dalata.1452	Dzingiberensis.17079
Dalata.1453	Dzingiberensis.17078
Dalata.1454	Dzingiberensis.17074
Dalata.1456	Dzingiberensis.17075
Dalata.1457	Dzingiberensis.17076
Dalata.1471	Dzingiberensis.17073
Dalata.1473	Dzingiberensis.17072
Dalata.1474	Dzingiberensis.17071
Dalata.1475	Dzingiberensis.17049
Dalata.1476	Dzingiberensis.17050
Dalata.1477	Dzingiberensis.17051
Dalata.1481	Dzingiberensis.17052
Dalata.1484	Dzingiberensis.17054
Dalata.1492	Dzingiberensis.17055
Dalata.1492	Dzingiberensis.17056
Dalata.1493	Dzingiberensis.17058
Dalata.1497	Dzingiberensis.17059
Dalata.1498	Dzingiberensis.17060
Dalata.1499	Dzingiberensis.17061
Dalata.1500	Dzingiberensis.17062
Dalata.1501	Dzingiberensis.17063
Dalata.1502	Dzingiberensis.17064
Dalata.1503	Dzingiberensis.17065
Dalata.1505	Dzingiberensis.17066
Dalata.1509	Dzingiberensis.17068
Dalata.1510	Dzingiberensis.17069
Dalata.1511	Dzingiberensis.17070
Dalata.1522	Dzingiberensis.17048
Dalata.1523	Dzingiberensis.17047
Dalata.1524	Dzingiberensis.17046
Dalata.1525	Dzingiberensis.17044
Dalata.1526	Dzingiberensis.17043
Dalata.1527	Dzingiberensis.17042
Dalata.1528	Dzingiberensis.17041
Dalata.1529	Dzingiberensis.17039
Dalata.1530	Dzingiberensis.17038
Dalata.1539	Dzingiberensis.17036
Dalata.1540	Dzingiberensis.17035
Dalata.1541	Dzingiberensis.17034
Dalata.1542	Dzingiberensis.17033
Dalata.1543	Dzingiberensis.17030
Dalata.1545	Dzingiberensis.17028
Dalata.1546	Dzingiberensis.17029
Dalata.1549	Dzingiberensis.17027
Dalata.1550	Dzingiberensis.17026
Dalata.1551	Dzingiberensis.17025
Dalata.1552	Dzingiberensis.17024
Dalata.1556	Dzingiberensis.17022
Dalata.1572	Dzingiberensis.17020
Dalata.1575	Dzingiberensis.17008
Dalata.1576	Dzingiberensis.17007
Dalata.1578	Dzingiberensis.17005
Dalata.1580	Dzingiberensis.17003
Dalata.1582	Dzingiberensis.17001
Dalata.1583	Dzingiberensis.17000
Dalata.1586	Dzingiberensis.16998
Dalata.1587	Dzingiberensis.16997
Dalata.1588	Dzingiberensis.16996
Dalata.1589	Dzingiberensis.16995
Dalata.1590	Dzingiberensis.16994
Dalata.1591	Dzingiberensis.16992
Dalata.1592	Dzingiberensis.16991
Dalata.1593	Dzingiberensis.16990
Dalata.1594	Dzingiberensis.16984
Dalata.1595	Dzingiberensis.16983
Dalata.1596	Dzingiberensis.16982
Dalata.1597	Dzingiberensis.16981
Dalata.1598	Dzingiberensis.16980
Dalata.1599	Dzingiberensis.16979
Dalata.1600	Dzingiberensis.16978
Dalata.1601	Dzingiberensis.16945
Dalata.1602	Dzingiberensis.16950
Dalata.1603	Dzingiberensis.16941
Dalata.1604	Dzingiberensis.16943
Dalata.1614	Dzingiberensis.16952
Dalata.1616	Dzingiberensis.16954
Dalata.1618	Dzingiberensis.16933
Dalata.1619	Dzingiberensis.16977
Dalata.1620	Dzingiberensis.16976
Dalata.1621	Dzingiberensis.16975
Dalata.1623	Dzingiberensis.16974
Dalata.1624	Dzingiberensis.16972
Dalata.1624	Dzingiberensis.16973
Dalata.1626	Dzingiberensis.16969
Dalata.1627	Dzingiberensis.16968
Dalata.1628	Dzingiberensis.16967
Dalata.1629	Dzingiberensis.16966
Dalata.1630	Dzingiberensis.16965
Dalata.1631	Dzingiberensis.16964
Dalata.1634	Dzingiberensis.16940
Dalata.1635	Dzingiberensis.16926
Dalata.1643	Dzingiberensis.16918
Dalata.1644	Dzingiberensis.16917
Dalata.1645	Dzingiberensis.16916
Dalata.1646	Dzingiberensis.16915
Dalata.1647	Dzingiberensis.16913
Dalata.1649	Dzingiberensis.16909
Dalata.1665	Dzingiberensis.16902
Dalata.1665	Dzingiberensis.16903
Dalata.1666	Dzingiberensis.16901
Dalata.1667	Dzingiberensis.16900
Dalata.1668	Dzingiberensis.16899
Dalata.1673	Dzingiberensis.16892
Dalata.1673	Dzingiberensis.16894
Dalata.1675	Dzingiberensis.16893
Dalata.1676	Dzingiberensis.16891
Dalata.1677	Dzingiberensis.16890
Dalata.1678	Dzingiberensis.16889
Dalata.1679	Dzingiberensis.16888
Dalata.1681	Dzingiberensis.16887
Dalata.1682	Dzingiberensis.16886
Dalata.1683	Dzingiberensis.16885
Dalata.1684	Dzingiberensis.16884
Dalata.1685	Dzingiberensis.16883
Dalata.1687	Dzingiberensis.16881
Dalata.1688	Dzingiberensis.16880
Dalata.1689	Dzingiberensis.16879
Dalata.1690	Dzingiberensis.16878
Dalata.1692	Dzingiberensis.16875
Dalata.1694	Dzingiberensis.16874
Dalata.1695	Dzingiberensis.16873
Dalata.1696	Dzingiberensis.16872
Dalata.1697	Dzingiberensis.16871
Dalata.1698	Dzingiberensis.16870
Dalata.1699	Dzingiberensis.16869
Dalata.1700	Dzingiberensis.16867
Dalata.1702	Dzingiberensis.16866
Dalata.1703	Dzingiberensis.16861
Dalata.1704	Dzingiberensis.16857
Dalata.1704	Dzingiberensis.16858
Dalata.1708	Dzingiberensis.16855
Dalata.1709	Dzingiberensis.16854
Dalata.1710	Dzingiberensis.16853
Dalata.1711	Dzingiberensis.16852
Dalata.1712	Dzingiberensis.16851
Dalata.1713	Dzingiberensis.16850
Dalata.1714	Dzingiberensis.16849
Dalata.1715	Dzingiberensis.16847
Dalata.1716	Dzingiberensis.16848
Dalata.1727	Dzingiberensis.16834
Dalata.1728	Dzingiberensis.16833
Dalata.1730	Dzingiberensis.16831
Dalata.1731	Dzingiberensis.16830
Dalata.1732	Dzingiberensis.16829
Dalata.1733	Dzingiberensis.16828
Dalata.1734	Dzingiberensis.16827
Dalata.1735	Dzingiberensis.16826
Dalata.1736	Dzingiberensis.16825
Dalata.1737	Dzingiberensis.16824
Dalata.1738	Dzingiberensis.16823
Dalata.1739	Dzingiberensis.16822
Dalata.1740	Dzingiberensis.16821
Dalata.1741	Dzingiberensis.16820
Dalata.1742	Dzingiberensis.16819
Dalata.1743	Dzingiberensis.16818
Dalata.1744	Dzingiberensis.16817
Dalata.1745	Dzingiberensis.16816
Dalata.1746	Dzingiberensis.16815
Dalata.1748	Dzingiberensis.16811
Dalata.1748	Dzingiberensis.16812
Dalata.1751	Dzingiberensis.16810
Dalata.1752	Dzingiberensis.16801
Dalata.1753	Dzingiberensis.16799
Dalata.1754	Dzingiberensis.16798
Dalata.1755	Dzingiberensis.16797
Dalata.1756	Dzingiberensis.16794
Dalata.1757	Dzingiberensis.16793
Dalata.1758	Dzingiberensis.16792
Dalata.1760	Dzingiberensis.16791
Dalata.1761	Dzingiberensis.16790
Dalata.1762	Dzingiberensis.16789
Dalata.1765	Dzingiberensis.16787
Dalata.1766	Dzingiberensis.16786
Dalata.1768	Dzingiberensis.16785
Dalata.1770	Dzingiberensis.17116
Dalata.1771	Dzingiberensis.17117
Dalata.1772	Dzingiberensis.17118
Dalata.1773	Dzingiberensis.17119
Dalata.1774	Dzingiberensis.17120
Dalata.1775	Dzingiberensis.17123
Dalata.1776	Dzingiberensis.17124
Dalata.1777	Dzingiberensis.17125
Dalata.1778	Dzingiberensis.17126
Dalata.1779	Dzingiberensis.17127
Dalata.1785	Dzingiberensis.17128
Dalata.1786	Dzingiberensis.17129
Dalata.1787	Dzingiberensis.17130
Dalata.1788	Dzingiberensis.17131
Dalata.1789	Dzingiberensis.17132
Dalata.1790	Dzingiberensis.17133
Dalata.1792	Dzingiberensis.17164
Dalata.1793	Dzingiberensis.17121
Dalata.1795	Dzingiberensis.17155
Dalata.1796	Dzingiberensis.17188
Dalata.1799	Dzingiberensis.17135
Dalata.1800	Dzingiberensis.17137
Dalata.1802	Dzingiberensis.17138
Dalata.1803	Dzingiberensis.17139
Dalata.1804	Dzingiberensis.17140
Dalata.1805	Dzingiberensis.17141
Dalata.1806	Dzingiberensis.17142
Dalata.1807	Dzingiberensis.17143
Dalata.1808	Dzingiberensis.17144
Dalata.1809	Dzingiberensis.17145
Dalata.1810	Dzingiberensis.17146
Dalata.1811	Dzingiberensis.17147
Dalata.1812	Dzingiberensis.17148
Dalata.1813	Dzingiberensis.17150
Dalata.1814	Dzingiberensis.17151
Dalata.1815	Dzingiberensis.17181
Dalata.1816	Dzingiberensis.17178
Dalata.1820	Dzingiberensis.17179
Dalata.1822	Dzingiberensis.17162
Dalata.1825	Dzingiberensis.17159
Dalata.1825	Dzingiberensis.17160
Dalata.1827	Dzingiberensis.17177
Dalata.1829	Dzingiberensis.17184
Dalata.1830	Dzingiberensis.17158
Dalata.1833	Dzingiberensis.17176
Dalata.1834	Dzingiberensis.17189
Dalata.1837	Dzingiberensis.17187
Dalata.1838	Dzingiberensis.17167
Dalata.1839	Dzingiberensis.17165
Dalata.1839	Dzingiberensis.17166
Dalata.1841	Dzingiberensis.17186
Dalata.1844	Dzingiberensis.17168
Dalata.1845	Dzingiberensis.17163
Dalata.1847	Dzingiberensis.17153
Dalata.1850	Dzingiberensis.17191
Dalata.1851	Dzingiberensis.17171
Dalata.1852	Dzingiberensis.17194
Dalata.1853	Dzingiberensis.17195
Dalata.1854	Dzingiberensis.17196
Dalata.1855	Dzingiberensis.17197
Dalata.1856	Dzingiberensis.17198
Dalata.1857	Dzingiberensis.17199
Dalata.1858	Dzingiberensis.17200
Dalata.1859	Dzingiberensis.17201
Dalata.1860	Dzingiberensis.17202
Dalata.1861	Dzingiberensis.17203
Dalata.1862	Dzingiberensis.17204
Dalata.1863	Dzingiberensis.17205
Dalata.1864	Dzingiberensis.17206
Dalata.1865	Dzingiberensis.17208
Dalata.1866	Dzingiberensis.17209
Dalata.1867	Dzingiberensis.17210
Dalata.1868	Dzingiberensis.17212
Dalata.1869	Dzingiberensis.17213
Dalata.1870	Dzingiberensis.17214
Dalata.1872	Dzingiberensis.17217
Dalata.1873	Dzingiberensis.17218
Dalata.1874	Dzingiberensis.17219
Dalata.1876	Dzingiberensis.17221
Dalata.1877	Dzingiberensis.17222
Dalata.1878	Dzingiberensis.17223
Dalata.1879	Dzingiberensis.17224
Dalata.1880	Dzingiberensis.17225
Dalata.1881	Dzingiberensis.17226
Dalata.1882	Dzingiberensis.17227
Dalata.1883	Dzingiberensis.17228
Dalata.1884	Dzingiberensis.17229
Dalata.1885	Dzingiberensis.17230
Dalata.1887	Dzingiberensis.17236
Dalata.1888	Dzingiberensis.17234
Dalata.1890	Dzingiberensis.17232
Dalata.1890	Dzingiberensis.17233
Dalata.1891	Dzingiberensis.17241
Dalata.1892	Dzingiberensis.17243
Dalata.1893	Dzingiberensis.17244
Dalata.1894	Dzingiberensis.17245
Dalata.1895	Dzingiberensis.17246
Dalata.1897	Dzingiberensis.17249
Dalata.1898	Dzingiberensis.17250
Dalata.1899	Dzingiberensis.17251
Dalata.1902	Dzingiberensis.17256
Dalata.1903	Dzingiberensis.17257
Dalata.1903	Dzingiberensis.17258
Dalata.1903	Dzingiberensis.17259
Dalata.1903	Dzingiberensis.17260
Dalata.1909	Dzingiberensis.17262
Dalata.1910	Dzingiberensis.17263
Dalata.1911	Dzingiberensis.17266
Dalata.1916	Dzingiberensis.17267
Dalata.1917	Dzingiberensis.17273
Dalata.1918	Dzingiberensis.17274
Dalata.1919	Dzingiberensis.17275
Dalata.1920	Dzingiberensis.17276
Dalata.1921	Dzingiberensis.17277
Dalata.1923	Dzingiberensis.17279
Dalata.1924	Dzingiberensis.17280
Dalata.1925	Dzingiberensis.17281
Dalata.1926	Dzingiberensis.17282
Dalata.1928	Dzingiberensis.17290
Dalata.1930	Dzingiberensis.17285
Dalata.1934	Dzingiberensis.17291
Dalata.1935	Dzingiberensis.17292
Dalata.1936	Dzingiberensis.17293
Dalata.1937	Dzingiberensis.17294
Dalata.1940	Dzingiberensis.17297
Dalata.1941	Dzingiberensis.17298
Dalata.1942	Dzingiberensis.17299
Dalata.1944	Dzingiberensis.17302
Dalata.1945	Dzingiberensis.17303
Dalata.1946	Dzingiberensis.17304
Dalata.1947	Dzingiberensis.17305
Dalata.1948	Dzingiberensis.17306
Dalata.1949	Dzingiberensis.17307
Dalata.1950	Dzingiberensis.17308
Dalata.1951	Dzingiberensis.17309
Dalata.1952	Dzingiberensis.17310
Dalata.1953	Dzingiberensis.17311
Dalata.1954	Dzingiberensis.17312
Dalata.1956	Dzingiberensis.17316
Dalata.1958	Dzingiberensis.17317
Dalata.1958	Dzingiberensis.17318
Dalata.1958	Dzingiberensis.17319
Dalata.1960	Dzingiberensis.17320
Dalata.1961	Dzingiberensis.17321
Dalata.1962	Dzingiberensis.17322
Dalata.1963	Dzingiberensis.17324
Dalata.1964	Dzingiberensis.17325
Dalata.1966	Dzingiberensis.17329
Dalata.1967	Dzingiberensis.17330
Dalata.1969	Dzingiberensis.17332
Dalata.1971	Dzingiberensis.17334
Dalata.1973	Dzingiberensis.17335
Dalata.1974	Dzingiberensis.17336
Dalata.1975	Dzingiberensis.17337
Dalata.1976	Dzingiberensis.17338
Dalata.1977	Dzingiberensis.17339
Dalata.1978	Dzingiberensis.17340
Dalata.1979	Dzingiberensis.17341
Dalata.1980	Dzingiberensis.17342
Dalata.1981	Dzingiberensis.17344
Dalata.1982	Dzingiberensis.17350
Dalata.1983	Dzingiberensis.17351
Dalata.1984	Dzingiberensis.17352
Dalata.1985	Dzingiberensis.17353
Dalata.1986	Dzingiberensis.17354
Dalata.1987	Dzingiberensis.17355
Dalata.1988	Dzingiberensis.17356
Dalata.1989	Dzingiberensis.17358
Dalata.1990	Dzingiberensis.17362
Dalata.1993	Dzingiberensis.1300
Dalata.1994	Dzingiberensis.1299
Dalata.1995	Dzingiberensis.1298
Dalata.1996	Dzingiberensis.1297
Dalata.1997	Dzingiberensis.1296
Dalata.1998	Dzingiberensis.1295
Dalata.1999	Dzingiberensis.1294
Dalata.2000	Dzingiberensis.1293
Dalata.2001	Dzingiberensis.1290
Dalata.2003	Dzingiberensis.1287
Dalata.2003	Dzingiberensis.1288
Dalata.2003	Dzingiberensis.1289
Dalata.2004	Dzingiberensis.1286
Dalata.2005	Dzingiberensis.1285
Dalata.2006	Dzingiberensis.1284
Dalata.2008	Dzingiberensis.1282
Dalata.2009	Dzingiberensis.1281
Dalata.2011	Dzingiberensis.1277
Dalata.2012	Dzingiberensis.1276
Dalata.2013	Dzingiberensis.1275
Dalata.2014	Dzingiberensis.1274
Dalata.2016	Dzingiberensis.1273
Dalata.2017	Dzingiberensis.1272
Dalata.2018	Dzingiberensis.1269
Dalata.2020	Dzingiberensis.1268
Dalata.2021	Dzingiberensis.1267
Dalata.2022	Dzingiberensis.1265
Dalata.2023	Dzingiberensis.1264
Dalata.2024	Dzingiberensis.1263
Dalata.2025	Dzingiberensis.1262
Dalata.2026	Dzingiberensis.1260
Dalata.2027	Dzingiberensis.1259
Dalata.2028	Dzingiberensis.1258
Dalata.2029	Dzingiberensis.1257
Dalata.2030	Dzingiberensis.1256
Dalata.2031	Dzingiberensis.1254
Dalata.2031	Dzingiberensis.1255
Dalata.2032	Dzingiberensis.1254
Dalata.2032	Dzingiberensis.1255
Dalata.2033	Dzingiberensis.1253
Dalata.2035	Dzingiberensis.1251
Dalata.2036	Dzingiberensis.1250
Dalata.2037	Dzingiberensis.1249
Dalata.2038	Dzingiberensis.1248
Dalata.2040	Dzingiberensis.1246
Dalata.2041	Dzingiberensis.1245
Dalata.2042	Dzingiberensis.1244
Dalata.2043	Dzingiberensis.1243
Dalata.2045	Dzingiberensis.1240
Dalata.2046	Dzingiberensis.1239
Dalata.2048	Dzingiberensis.1238
Dalata.2049	Dzingiberensis.1237
Dalata.2050	Dzingiberensis.1236
Dalata.2053	Dzingiberensis.1235
Dalata.2054	Dzingiberensis.1233
Dalata.2055	Dzingiberensis.1232
Dalata.2056	Dzingiberensis.1231
Dalata.2059	Dzingiberensis.1227
Dalata.2062	Dzingiberensis.1222
Dalata.2063	Dzingiberensis.1221
Dalata.2065	Dzingiberensis.1219
Dalata.2067	Dzingiberensis.1217
Dalata.2068	Dzingiberensis.1216
Dalata.2069	Dzingiberensis.1215
Dalata.2072	Dzingiberensis.1210
Dalata.2073	Dzingiberensis.1207
Dalata.2075	Dzingiberensis.1208
Dalata.2076	Dzingiberensis.1204
Dalata.2077	Dzingiberensis.1203
Dalata.2079	Dzingiberensis.1189
Dalata.2080	Dzingiberensis.1190
Dalata.2081	Dzingiberensis.1192
Dalata.2082	Dzingiberensis.1193
Dalata.2083	Dzingiberensis.1194
Dalata.2084	Dzingiberensis.1211
Dalata.2085	Dzingiberensis.1195
Dalata.2086	Dzingiberensis.1196
Dalata.2087	Dzingiberensis.1197
Dalata.2088	Dzingiberensis.1198
Dalata.2089	Dzingiberensis.1199
Dalata.2091	Dzingiberensis.1201
Dalata.2092	Dzingiberensis.1202
Dalata.2093	Dzingiberensis.1187
Dalata.2095	Dzingiberensis.1186
Dalata.2096	Dzingiberensis.1185
Dalata.2097	Dzingiberensis.1184
Dalata.2098	Dzingiberensis.1183
Dalata.2099	Dzingiberensis.1181
Dalata.2100	Dzingiberensis.1180
Dalata.2101	Dzingiberensis.1179
Dalata.2102	Dzingiberensis.1178
Dalata.2103	Dzingiberensis.1177
Dalata.2104	Dzingiberensis.1176
Dalata.2105	Dzingiberensis.1175
Dalata.2106	Dzingiberensis.1173
Dalata.2107	Dzingiberensis.1172
Dalata.2108	Dzingiberensis.1171
Dalata.2112	Dzingiberensis.1168
Dalata.2113	Dzingiberensis.1166
Dalata.2114	Dzingiberensis.1165
Dalata.2115	Dzingiberensis.1164
Dalata.2116	Dzingiberensis.1163
Dalata.2120	Dzingiberensis.1162
Dalata.2121	Dzingiberensis.1161
Dalata.2122	Dzingiberensis.1160
Dalata.2123	Dzingiberensis.1159
Dalata.2125	Dzingiberensis.1158
Dalata.2126	Dzingiberensis.1156
Dalata.2127	Dzingiberensis.1155
Dalata.2128	Dzingiberensis.1154
Dalata.2130	Dzingiberensis.1153
Dalata.2136	Dzingiberensis.1152
Dalata.2137	Dzingiberensis.1151
Dalata.2138	Dzingiberensis.1150
Dalata.2140	Dzingiberensis.1169
Dalata.2142	Dzingiberensis.1146
Dalata.2143	Dzingiberensis.1145
Dalata.2145	Dzingiberensis.1144
Dalata.2146	Dzingiberensis.1143
Dalata.2149	Dzingiberensis.1139
Dalata.2150	Dzingiberensis.1138
Dalata.2151	Dzingiberensis.1137
Dalata.2152	Dzingiberensis.1136
Dalata.2153	Dzingiberensis.1135
Dalata.2154	Dzingiberensis.1134
Dalata.2155	Dzingiberensis.1120
Dalata.2156	Dzingiberensis.1119
Dalata.2157	Dzingiberensis.1116
Dalata.2157	Dzingiberensis.1117
Dalata.2160	Dzingiberensis.1114
Dalata.2163	Dzingiberensis.1109
Dalata.2164	Dzingiberensis.1108
Dalata.2166	Dzingiberensis.1106
Dalata.2167	Dzingiberensis.1105
Dalata.2169	Dzingiberensis.1104
Dalata.2171	Dzingiberensis.1103
Dalata.2172	Dzingiberensis.1102
Dalata.2173	Dzingiberensis.1101
Dalata.2174	Dzingiberensis.1100
Dalata.2175	Dzingiberensis.1099
Dalata.2176	Dzingiberensis.1098
Dalata.2181	Dzingiberensis.1095
Dalata.2182	Dzingiberensis.1094
Dalata.2183	Dzingiberensis.1093
Dalata.2184	Dzingiberensis.1092
Dalata.2185	Dzingiberensis.1091
Dalata.2186	Dzingiberensis.1090
Dalata.2187	Dzingiberensis.1089
Dalata.2188	Dzingiberensis.1088
Dalata.2189	Dzingiberensis.1087
Dalata.2190	Dzingiberensis.1086
Dalata.2192	Dzingiberensis.1084
Dalata.2193	Dzingiberensis.1083
Dalata.2194	Dzingiberensis.1082
Dalata.2195	Dzingiberensis.1081
Dalata.2196	Dzingiberensis.1080
Dalata.2197	Dzingiberensis.1079
Dalata.2198	Dzingiberensis.1078
Dalata.2199	Dzingiberensis.1077
Dalata.2200	Dzingiberensis.1076
