Dalata.10	Drotundata.1288
Dalata.1106	Drotundata.1459
Dalata.11060	Drotundata.11649
Dalata.11062	Drotundata.11647
Dalata.11063	Drotundata.11645
Dalata.11064	Drotundata.11644
Dalata.11065	Drotundata.11643
Dalata.11066	Drotundata.11642
Dalata.11067	Drotundata.11641
Dalata.11068	Drotundata.11640
Dalata.11069	Drotundata.11638
Dalata.11070	Drotundata.11637
Dalata.11074	Drotundata.11629
Dalata.11075	Drotundata.11630
Dalata.11076	Drotundata.11611
Dalata.11077	Drotundata.11612
Dalata.11078	Drotundata.11568
Dalata.11078	Drotundata.11613
Dalata.1108	Drotundata.1458
Dalata.11080	Drotundata.11567
Dalata.11081	Drotundata.11559
Dalata.11082	Drotundata.11618
Dalata.11083	Drotundata.11609
Dalata.11088	Drotundata.11607
Dalata.11089	Drotundata.11606
Dalata.1109	Drotundata.1457
Dalata.11090	Drotundata.11605
Dalata.11091	Drotundata.11603
Dalata.11092	Drotundata.14253
Dalata.11093	Drotundata.11601
Dalata.11094	Drotundata.11600
Dalata.11096	Drotundata.11599
Dalata.11098	Drotundata.11597
Dalata.11099	Drotundata.11596
Dalata.111	Drotundata.1214
Dalata.1110	Drotundata.1456
Dalata.11102	Drotundata.11594
Dalata.11103	Drotundata.11593
Dalata.11104	Drotundata.11592
Dalata.11106	Drotundata.11591
Dalata.11108	Drotundata.11590
Dalata.11110	Drotundata.11589
Dalata.11111	Drotundata.11587
Dalata.11113	Drotundata.27011
Dalata.11115	Drotundata.11582
Dalata.11116	Drotundata.11581
Dalata.11118	Drotundata.11580
Dalata.11119	Drotundata.11579
Dalata.1112	Drotundata.1464
Dalata.11120	Drotundata.11577
Dalata.11121	Drotundata.11576
Dalata.11124	Drotundata.11574
Dalata.11125	Drotundata.11573
Dalata.11126	Drotundata.11571
Dalata.11129	Drotundata.11405
Dalata.1113	Drotundata.1465
Dalata.11131	Drotundata.11408
Dalata.11132	Drotundata.11409
Dalata.11133	Drotundata.32137
Dalata.11139	Drotundata.32132
Dalata.1114	Drotundata.1466
Dalata.11140	Drotundata.11422
Dalata.11141	Drotundata.32130
Dalata.11144	Drotundata.11426
Dalata.11147	Drotundata.11517
Dalata.11148	Drotundata.11518
Dalata.11149	Drotundata.11519
Dalata.1115	Drotundata.1467
Dalata.11150	Drotundata.11520
Dalata.11154	Drotundata.11524
Dalata.11155	Drotundata.11525
Dalata.11156	Drotundata.11526
Dalata.11159	Drotundata.11528
Dalata.11159	Drotundata.11529
Dalata.1116	Drotundata.1468
Dalata.11160	Drotundata.11530
Dalata.11161	Drotundata.11531
Dalata.11162	Drotundata.11533
Dalata.11163	Drotundata.11534
Dalata.11164	Drotundata.11535
Dalata.11165	Drotundata.11536
Dalata.11167	Drotundata.11538
Dalata.11171	Drotundata.11539
Dalata.11172	Drotundata.11540
Dalata.11173	Drotundata.11542
Dalata.11174	Drotundata.11545
Dalata.11175	Drotundata.11430
Dalata.11175	Drotundata.11546
Dalata.11176	Drotundata.11431
Dalata.11177	Drotundata.11550
Dalata.11178	Drotundata.11551
Dalata.11179	Drotundata.11436
Dalata.1118	Drotundata.1470
Dalata.11180	Drotundata.11555
Dalata.11185	Drotundata.11444
Dalata.11186	Drotundata.11445
Dalata.11187	Drotundata.11512
Dalata.11188	Drotundata.11511
Dalata.11189	Drotundata.11510
Dalata.1119	Drotundata.1471
Dalata.11190	Drotundata.11508
Dalata.11191	Drotundata.11507
Dalata.11192	Drotundata.11506
Dalata.11193	Drotundata.11505
Dalata.11194	Drotundata.11504
Dalata.11195	Drotundata.11503
Dalata.11196	Drotundata.11502
Dalata.11197	Drotundata.11501
Dalata.11198	Drotundata.11500
Dalata.11199	Drotundata.11498
Dalata.112	Drotundata.1212
Dalata.1120	Drotundata.1477
Dalata.11200	Drotundata.11490
Dalata.11201	Drotundata.11489
Dalata.11202	Drotundata.11487
Dalata.11205	Drotundata.11484
Dalata.11206	Drotundata.11483
Dalata.11207	Drotundata.11482
Dalata.11208	Drotundata.11481
Dalata.11209	Drotundata.11480
Dalata.1121	Drotundata.1478
Dalata.11210	Drotundata.11479
Dalata.11211	Drotundata.11477
Dalata.11212	Drotundata.11476
Dalata.11213	Drotundata.11474
Dalata.11214	Drotundata.11471
Dalata.11215	Drotundata.11470
Dalata.11216	Drotundata.11469
Dalata.11218	Drotundata.11467
Dalata.11219	Drotundata.11466
Dalata.1122	Drotundata.1479
Dalata.11220	Drotundata.11465
Dalata.11222	Drotundata.11463
Dalata.11223	Drotundata.11462
Dalata.11224	Drotundata.11460
Dalata.11225	Drotundata.11459
Dalata.11226	Drotundata.11458
Dalata.11227	Drotundata.11454
Dalata.11229	Drotundata.11451
Dalata.11230	Drotundata.25443
Dalata.11234	Drotundata.11450
Dalata.11237	Drotundata.14600
Dalata.11238	Drotundata.14598
Dalata.11239	Drotundata.14597
Dalata.1124	Drotundata.1480
Dalata.11240	Drotundata.14596
Dalata.11241	Drotundata.14595
Dalata.11243	Drotundata.14591
Dalata.11244	Drotundata.14590
Dalata.11245	Drotundata.14589
Dalata.11248	Drotundata.14586
Dalata.11250	Drotundata.14581
Dalata.11251	Drotundata.14578
Dalata.11252	Drotundata.14577
Dalata.11253	Drotundata.14576
Dalata.11254	Drotundata.14575
Dalata.11255	Drotundata.14574
Dalata.11257	Drotundata.14572
Dalata.11258	Drotundata.14571
Dalata.11259	Drotundata.14570
Dalata.1126	Drotundata.1482
Dalata.11260	Drotundata.14569
Dalata.11261	Drotundata.14568
Dalata.11263	Drotundata.14567
Dalata.11264	Drotundata.14566
Dalata.11265	Drotundata.14565
Dalata.11266	Drotundata.14564
Dalata.11267	Drotundata.14563
Dalata.11268	Drotundata.14562
Dalata.11269	Drotundata.14561
Dalata.1127	Drotundata.1483
Dalata.11270	Drotundata.14560
Dalata.11271	Drotundata.14559
Dalata.11273	Drotundata.14557
Dalata.11274	Drotundata.14556
Dalata.11275	Drotundata.14555
Dalata.11276	Drotundata.14554
Dalata.11277	Drotundata.14553
Dalata.11278	Drotundata.14552
Dalata.11279	Drotundata.14551
Dalata.1128	Drotundata.1484
Dalata.11280	Drotundata.14550
Dalata.11281	Drotundata.14549
Dalata.11283	Drotundata.8921
Dalata.11287	Drotundata.14547
Dalata.11289	Drotundata.14546
Dalata.1129	Drotundata.1485
Dalata.11290	Drotundata.14545
Dalata.11292	Drotundata.14543
Dalata.11293	Drotundata.14542
Dalata.11294	Drotundata.14541
Dalata.11295	Drotundata.14540
Dalata.11296	Drotundata.14539
Dalata.11297	Drotundata.14538
Dalata.11298	Drotundata.14537
Dalata.113	Drotundata.1211
Dalata.1130	Drotundata.1487
Dalata.11300	Drotundata.14534
Dalata.11301	Drotundata.14533
Dalata.11302	Drotundata.14532
Dalata.11303	Drotundata.14531
Dalata.11305	Drotundata.14530
Dalata.11306	Drotundata.14529
Dalata.11307	Drotundata.14528
Dalata.11308	Drotundata.14513
Dalata.11309	Drotundata.14514
Dalata.1131	Drotundata.1474
Dalata.11310	Drotundata.14515
Dalata.11311	Drotundata.14516
Dalata.11312	Drotundata.14517
Dalata.11313	Drotundata.14518
Dalata.11315	Drotundata.14519
Dalata.11315	Drotundata.14520
Dalata.11320	Drotundata.14511
Dalata.11321	Drotundata.14510
Dalata.11322	Drotundata.14508
Dalata.11324	Drotundata.14507
Dalata.11325	Drotundata.14506
Dalata.11326	Drotundata.14505
Dalata.11327	Drotundata.14504
Dalata.11328	Drotundata.14503
Dalata.11329	Drotundata.14502
Dalata.11330	Drotundata.14500
Dalata.11332	Drotundata.14499
Dalata.11333	Drotundata.14497
Dalata.11335	Drotundata.14492
Dalata.11336	Drotundata.14490
Dalata.11338	Drotundata.14489
Dalata.11340	Drotundata.14487
Dalata.11341	Drotundata.14486
Dalata.11343	Drotundata.14485
Dalata.11344	Drotundata.14484
Dalata.11345	Drotundata.14483
Dalata.11346	Drotundata.14482
Dalata.11347	Drotundata.14481
Dalata.11348	Drotundata.14480
Dalata.11350	Drotundata.14478
Dalata.11351	Drotundata.14477
Dalata.11352	Drotundata.14475
Dalata.11353	Drotundata.14473
Dalata.11354	Drotundata.14472
Dalata.11355	Drotundata.14471
Dalata.11356	Drotundata.14470
Dalata.11357	Drotundata.14469
Dalata.11358	Drotundata.14468
Dalata.1136	Drotundata.1476
Dalata.11362	Drotundata.14465
Dalata.11363	Drotundata.14461
Dalata.11368	Drotundata.14450
Dalata.11369	Drotundata.14449
Dalata.11370	Drotundata.14448
Dalata.11371	Drotundata.14447
Dalata.11372	Drotundata.14446
Dalata.11373	Drotundata.14445
Dalata.11376	Drotundata.14442
Dalata.11377	Drotundata.14441
Dalata.11378	Drotundata.14440
Dalata.11379	Drotundata.14439
Dalata.11380	Drotundata.14438
Dalata.11381	Drotundata.14437
Dalata.11382	Drotundata.14436
Dalata.11383	Drotundata.14435
Dalata.11384	Drotundata.14434
Dalata.11385	Drotundata.14433
Dalata.11386	Drotundata.14432
Dalata.11387	Drotundata.14431
Dalata.11388	Drotundata.13324
Dalata.11389	Drotundata.35331
Dalata.11390	Drotundata.35333
Dalata.11391	Drotundata.35335
Dalata.11391	Drotundata.35336
Dalata.11392	Drotundata.35338
Dalata.11394	Drotundata.1221
Dalata.11394	Drotundata.14422
Dalata.11394	Drotundata.30551
Dalata.11395	Drotundata.14423
Dalata.11396	Drotundata.14424
Dalata.114	Drotundata.1210
Dalata.11401	Drotundata.14416
Dalata.11404	Drotundata.14414
Dalata.11405	Drotundata.14411
Dalata.11406	Drotundata.14410
Dalata.11408	Drotundata.14409
Dalata.11409	Drotundata.14408
Dalata.11410	Drotundata.14407
Dalata.11411	Drotundata.14406
Dalata.11412	Drotundata.14405
Dalata.11413	Drotundata.14404
Dalata.11414	Drotundata.14374
Dalata.11415	Drotundata.14373
Dalata.11419	Drotundata.14369
Dalata.1142	Drotundata.1489
Dalata.11420	Drotundata.14368
Dalata.11421	Drotundata.14367
Dalata.11422	Drotundata.14366
Dalata.11423	Drotundata.14364
Dalata.11423	Drotundata.14365
Dalata.11424	Drotundata.14363
Dalata.11425	Drotundata.14362
Dalata.11426	Drotundata.14361
Dalata.11428	Drotundata.14358
Dalata.11429	Drotundata.14357
Dalata.11430	Drotundata.14377
Dalata.11432	Drotundata.14375
Dalata.11433	Drotundata.14402
Dalata.11434	Drotundata.14401
Dalata.11435	Drotundata.14400
Dalata.11436	Drotundata.14399
Dalata.11438	Drotundata.14395
Dalata.11443	Drotundata.14392
Dalata.11445	Drotundata.34228
Dalata.11446	Drotundata.14389
Dalata.11447	Drotundata.14353
Dalata.11448	Drotundata.14354
Dalata.11449	Drotundata.14383
Dalata.11451	Drotundata.14242
Dalata.11452	Drotundata.14241
Dalata.11453	Drotundata.8263
Dalata.11456	Drotundata.8266
Dalata.11459	Drotundata.8269
Dalata.1146	Drotundata.1500
Dalata.11460	Drotundata.8270
Dalata.11461	Drotundata.8272
Dalata.11462	Drotundata.8273
Dalata.11463	Drotundata.8274
Dalata.11464	Drotundata.14237
Dalata.11465	Drotundata.14235
Dalata.11467	Drotundata.14227
Dalata.11468	Drotundata.14222
Dalata.11469	Drotundata.14220
Dalata.11470	Drotundata.14219
Dalata.11471	Drotundata.14200
Dalata.11472	Drotundata.14199
Dalata.11473	Drotundata.14168
Dalata.11474	Drotundata.14169
Dalata.11476	Drotundata.14172
Dalata.11477	Drotundata.14211
Dalata.11479	Drotundata.14212
Dalata.11480	Drotundata.14136
Dalata.11484	Drotundata.13596
Dalata.11485	Drotundata.13595
Dalata.11488	Drotundata.14282
Dalata.11492	Drotundata.14272
Dalata.11495	Drotundata.14259
Dalata.11496	Drotundata.24068
Dalata.11497	Drotundata.14260
Dalata.11498	Drotundata.14261
Dalata.11499	Drotundata.14264
Dalata.115	Drotundata.1209
Dalata.11500	Drotundata.14266
Dalata.11502	Drotundata.14253
Dalata.11504	Drotundata.14224
Dalata.11505	Drotundata.13948
Dalata.11506	Drotundata.14249
Dalata.11510	Drotundata.14188
Dalata.11511	Drotundata.12798
Dalata.11512	Drotundata.14201
Dalata.11513	Drotundata.14162
Dalata.11516	Drotundata.14161
Dalata.11518	Drotundata.14074
Dalata.11521	Drotundata.14115
Dalata.11522	Drotundata.14034
Dalata.11523	Drotundata.14031
Dalata.11527	Drotundata.31824
Dalata.11529	Drotundata.14177
Dalata.1153	Drotundata.1501
Dalata.11536	Drotundata.14094
Dalata.1154	Drotundata.1502
Dalata.11544	Drotundata.14018
Dalata.11546	Drotundata.13543
Dalata.11547	Drotundata.31088
Dalata.11548	Drotundata.13805
Dalata.11549	Drotundata.13807
Dalata.1155	Drotundata.1503
Dalata.11550	Drotundata.13808
Dalata.11551	Drotundata.13810
Dalata.11552	Drotundata.13811
Dalata.11553	Drotundata.13812
Dalata.11554	Drotundata.13985
Dalata.11556	Drotundata.14016
Dalata.11557	Drotundata.14011
Dalata.11558	Drotundata.13546
Dalata.11559	Drotundata.13545
Dalata.1156	Drotundata.1504
Dalata.11563	Drotundata.13548
Dalata.11565	Drotundata.14317
Dalata.11566	Drotundata.27228
Dalata.11569	Drotundata.13554
Dalata.1157	Drotundata.1505
Dalata.11570	Drotundata.13555
Dalata.11574	Drotundata.13558
Dalata.11575	Drotundata.13559
Dalata.11578	Drotundata.13570
Dalata.11579	Drotundata.13567
Dalata.1158	Drotundata.1506
Dalata.11580	Drotundata.13565
Dalata.11583	Drotundata.14052
Dalata.11586	Drotundata.13442
Dalata.11588	Drotundata.14817
Dalata.11589	Drotundata.14059
Dalata.1159	Drotundata.1507
Dalata.11591	Drotundata.13574
Dalata.11592	Drotundata.13575
Dalata.11595	Drotundata.13981
Dalata.11598	Drotundata.13526
Dalata.11599	Drotundata.13521
Dalata.116	Drotundata.1208
Dalata.1160	Drotundata.1508
Dalata.11607	Drotundata.13615
Dalata.1161	Drotundata.1509
Dalata.11610	Drotundata.15721
Dalata.11612	Drotundata.13608
Dalata.11613	Drotundata.14053
Dalata.11614	Drotundata.14054
Dalata.11615	Drotundata.14055
Dalata.11618	Drotundata.34559
Dalata.11621	Drotundata.14322
Dalata.11622	Drotundata.14324
Dalata.11623	Drotundata.13989
Dalata.11624	Drotundata.13986
Dalata.11628	Drotundata.14045
Dalata.1163	Drotundata.1511
Dalata.11630	Drotundata.14048
Dalata.11639	Drotundata.14344
Dalata.11642	Drotundata.14345
Dalata.11643	Drotundata.14347
Dalata.11644	Drotundata.13707
Dalata.11645	Drotundata.13706
Dalata.11646	Drotundata.13705
Dalata.11647	Drotundata.13734
Dalata.1165	Drotundata.34538
Dalata.11651	Drotundata.13693
Dalata.11652	Drotundata.13692
Dalata.11655	Drotundata.13686
Dalata.11657	Drotundata.13715
Dalata.11658	Drotundata.13716
Dalata.11659	Drotundata.13717
Dalata.1166	Drotundata.34537
Dalata.11662	Drotundata.13720
Dalata.11663	Drotundata.13724
Dalata.11664	Drotundata.13725
Dalata.11666	Drotundata.13727
Dalata.11667	Drotundata.13728
Dalata.11669	Drotundata.13680
Dalata.1167	Drotundata.34535
Dalata.11672	Drotundata.14340
Dalata.11673	Drotundata.14339
Dalata.11674	Drotundata.14337
Dalata.11675	Drotundata.14335
Dalata.11676	Drotundata.14334
Dalata.11677	Drotundata.14332
Dalata.11679	Drotundata.32804
Dalata.11681	Drotundata.13709
Dalata.11682	Drotundata.13424
Dalata.11684	Drotundata.13373
Dalata.11685	Drotundata.13429
Dalata.11687	Drotundata.13430
Dalata.11688	Drotundata.13431
Dalata.11689	Drotundata.13432
Dalata.11690	Drotundata.13433
Dalata.11691	Drotundata.13434
Dalata.11693	Drotundata.13417
Dalata.11694	Drotundata.13418
Dalata.11695	Drotundata.13419
Dalata.11696	Drotundata.13421
Dalata.11697	Drotundata.13422
Dalata.11699	Drotundata.13398
Dalata.117	Drotundata.1207
Dalata.1170	Drotundata.1513
Dalata.11700	Drotundata.13397
Dalata.11701	Drotundata.13411
Dalata.11702	Drotundata.13412
Dalata.11703	Drotundata.13400
Dalata.11704	Drotundata.13401
Dalata.11705	Drotundata.13409
Dalata.11707	Drotundata.13395
Dalata.1171	Drotundata.1514
Dalata.11710	Drotundata.13394
Dalata.11711	Drotundata.13391
Dalata.11712	Drotundata.33443
Dalata.11713	Drotundata.33442
Dalata.11716	Drotundata.13376
Dalata.11717	Drotundata.13377
Dalata.11718	Drotundata.13379
Dalata.1172	Drotundata.1515
Dalata.11720	Drotundata.13390
Dalata.11722	Drotundata.20043
Dalata.11724	Drotundata.13354
Dalata.11725	Drotundata.13356
Dalata.11727	Drotundata.13389
Dalata.11728	Drotundata.13382
Dalata.11729	Drotundata.13386
Dalata.1173	Drotundata.1516
Dalata.11733	Drotundata.13361
Dalata.11735	Drotundata.24242
Dalata.11736	Drotundata.13363
Dalata.11738	Drotundata.13364
Dalata.11739	Drotundata.13367
Dalata.11740	Drotundata.13369
Dalata.11741	Drotundata.13370
Dalata.11742	Drotundata.13346
Dalata.11743	Drotundata.13347
Dalata.11744	Drotundata.13348
Dalata.11745	Drotundata.13345
Dalata.11746	Drotundata.13344
Dalata.11747	Drotundata.13342
Dalata.11748	Drotundata.13341
Dalata.11749	Drotundata.13338
Dalata.1175	Drotundata.1518
Dalata.11750	Drotundata.13335
Dalata.11751	Drotundata.13334
Dalata.11752	Drotundata.13333
Dalata.11753	Drotundata.13332
Dalata.11755	Drotundata.13330
Dalata.11757	Drotundata.33675
Dalata.1176	Drotundata.1519
Dalata.11761	Drotundata.13326
Dalata.11762	Drotundata.13325
Dalata.11763	Drotundata.13322
Dalata.11764	Drotundata.13321
Dalata.11765	Drotundata.13320
Dalata.11766	Drotundata.13319
Dalata.11768	Drotundata.13317
Dalata.11769	Drotundata.13316
Dalata.1177	Drotundata.1521
Dalata.11770	Drotundata.13313
Dalata.11771	Drotundata.13312
Dalata.11772	Drotundata.13311
Dalata.11773	Drotundata.13310
Dalata.11774	Drotundata.13309
Dalata.11775	Drotundata.13307
Dalata.11777	Drotundata.13290
Dalata.11778	Drotundata.13291
Dalata.1178	Drotundata.1527
Dalata.11780	Drotundata.13293
Dalata.11781	Drotundata.13294
Dalata.11782	Drotundata.13295
Dalata.11783	Drotundata.13296
Dalata.11784	Drotundata.13297
Dalata.11787	Drotundata.13301
Dalata.11788	Drotundata.13303
Dalata.1179	Drotundata.1529
Dalata.11791	Drotundata.13304
Dalata.11792	Drotundata.13305
Dalata.11793	Drotundata.13283
Dalata.11794	Drotundata.13282
Dalata.11795	Drotundata.13281
Dalata.11797	Drotundata.13279
Dalata.11799	Drotundata.13277
Dalata.118	Drotundata.1206
Dalata.11801	Drotundata.13275
Dalata.11803	Drotundata.13273
Dalata.11804	Drotundata.13272
Dalata.11805	Drotundata.13271
Dalata.11806	Drotundata.13270
Dalata.11807	Drotundata.13269
Dalata.11808	Drotundata.13268
Dalata.11810	Drotundata.13267
Dalata.11812	Drotundata.13286
Dalata.11814	Drotundata.13261
Dalata.11817	Drotundata.13259
Dalata.11817	Drotundata.13260
Dalata.11818	Drotundata.13257
Dalata.11819	Drotundata.13256
Dalata.11820	Drotundata.13255
Dalata.11822	Drotundata.33367
Dalata.11823	Drotundata.13234
Dalata.11825	Drotundata.13235
Dalata.11828	Drotundata.13237
Dalata.11829	Drotundata.13239
Dalata.11830	Drotundata.13240
Dalata.11831	Drotundata.13241
Dalata.11833	Drotundata.13242
Dalata.11834	Drotundata.13244
Dalata.11835	Drotundata.13246
Dalata.11836	Drotundata.13247
Dalata.11837	Drotundata.13248
Dalata.11838	Drotundata.13250
Dalata.11839	Drotundata.13251
Dalata.1184	Drotundata.1532
Dalata.11840	Drotundata.13252
Dalata.11841	Drotundata.13253
Dalata.11843	Drotundata.13254
Dalata.11849	Drotundata.13263
Dalata.11850	Drotundata.13264
Dalata.11854	Drotundata.13233
Dalata.11855	Drotundata.13231
Dalata.11856	Drotundata.13230
Dalata.11857	Drotundata.13229
Dalata.11858	Drotundata.13228
Dalata.11859	Drotundata.13227
Dalata.11861	Drotundata.14610
Dalata.11863	Drotundata.13212
Dalata.11864	Drotundata.13210
Dalata.11865	Drotundata.13208
Dalata.11867	Drotundata.13206
Dalata.11868	Drotundata.13204
Dalata.11868	Drotundata.13205
Dalata.11869	Drotundata.13203
Dalata.1187	Drotundata.1556
Dalata.11870	Drotundata.13202
Dalata.11871	Drotundata.13201
Dalata.11872	Drotundata.13226
Dalata.11874	Drotundata.13224
Dalata.11875	Drotundata.13223
Dalata.11876	Drotundata.13222
Dalata.11877	Drotundata.13221
Dalata.11878	Drotundata.13220
Dalata.11879	Drotundata.13219
Dalata.11880	Drotundata.13218
Dalata.11882	Drotundata.31766
Dalata.11883	Drotundata.13193
Dalata.11884	Drotundata.13194
Dalata.11885	Drotundata.31761
Dalata.11886	Drotundata.13191
Dalata.11887	Drotundata.13200
Dalata.11889	Drotundata.13187
Dalata.1189	Drotundata.1550
Dalata.11890	Drotundata.13185
Dalata.11891	Drotundata.13184
Dalata.11892	Drotundata.13183
Dalata.11893	Drotundata.13182
Dalata.11894	Drotundata.13181
Dalata.11895	Drotundata.13180
Dalata.11896	Drotundata.13179
Dalata.11897	Drotundata.13178
Dalata.11898	Drotundata.13177
Dalata.119	Drotundata.1205
Dalata.1190	Drotundata.1549
Dalata.11901	Drotundata.13175
Dalata.11904	Drotundata.13173
Dalata.11907	Drotundata.13170
Dalata.11908	Drotundata.13169
Dalata.11909	Drotundata.13168
Dalata.1191	Drotundata.1539
Dalata.11910	Drotundata.13165
Dalata.11911	Drotundata.13164
Dalata.11912	Drotundata.13163
Dalata.11913	Drotundata.13162
Dalata.11914	Drotundata.13161
Dalata.11916	Drotundata.13160
Dalata.11917	Drotundata.13159
Dalata.11918	Drotundata.13158
Dalata.11919	Drotundata.13156
Dalata.1192	Drotundata.1540
Dalata.11920	Drotundata.13155
Dalata.11921	Drotundata.13154
Dalata.11922	Drotundata.13153
Dalata.11923	Drotundata.13152
Dalata.11924	Drotundata.13151
Dalata.11925	Drotundata.13150
Dalata.11926	Drotundata.13149
Dalata.11927	Drotundata.13148
Dalata.11928	Drotundata.13147
Dalata.11929	Drotundata.13146
Dalata.1193	Drotundata.1541
Dalata.11931	Drotundata.13142
Dalata.11932	Drotundata.13141
Dalata.11932	Drotundata.4869
Dalata.11933	Drotundata.13140
Dalata.11934	Drotundata.13139
Dalata.11935	Drotundata.13138
Dalata.11936	Drotundata.13137
Dalata.11937	Drotundata.13136
Dalata.11938	Drotundata.13135
Dalata.11939	Drotundata.13134
Dalata.11940	Drotundata.13133
Dalata.11943	Drotundata.13131
Dalata.11944	Drotundata.13130
Dalata.11945	Drotundata.13129
Dalata.11946	Drotundata.13128
Dalata.11947	Drotundata.13127
Dalata.11948	Drotundata.11181
Dalata.11949	Drotundata.13126
Dalata.11951	Drotundata.13124
Dalata.11952	Drotundata.13123
Dalata.11955	Drotundata.13122
Dalata.11956	Drotundata.13121
Dalata.11958	Drotundata.13120
Dalata.11959	Drotundata.13119
Dalata.1196	Drotundata.1543
Dalata.11960	Drotundata.13118
Dalata.11961	Drotundata.13117
Dalata.11962	Drotundata.13116
Dalata.11963	Drotundata.13328
Dalata.11969	Drotundata.13112
Dalata.1197	Drotundata.1544
Dalata.11971	Drotundata.13111
Dalata.11974	Drotundata.13109
