Dalata.11	Dalata.23565
Dalata.18230	Dalata.19943
Dalata.18250	Dalata.25043
Dalata.18256	Dalata.23487
Dalata.18265	Dalata.24548
Dalata.18270	Dalata.22834
Dalata.18348	Dalata.23207
Dalata.18386	Dalata.24588
Dalata.18457	Dalata.21633
Dalata.18511	Dalata.19239
Dalata.18530	Dalata.22629
Dalata.18565	Dalata.22198
Dalata.18639	Dalata.20453
Dalata.18665	Dalata.22723
Dalata.18727	Dalata.24159
Dalata.18768	Dalata.22672
Dalata.18773	Dalata.22674
Dalata.18797	Dalata.22657
Dalata.18804	Dalata.23919
Dalata.18817	Dalata.20774
Dalata.18862	Dalata.20252
Dalata.18882	Dalata.20859
Dalata.18884	Dalata.21822
Dalata.18923	Dalata.19996
Dalata.18985	Dalata.20222
Dalata.18995	Dalata.24427
Dalata.19006	Dalata.25017
Dalata.19273	Dalata.19815
Dalata.19283	Dalata.20702
Dalata.19301	Dalata.22373
Dalata.19393	Dalata.22886
Dalata.19395	Dalata.19476
Dalata.19470	Dalata.20922
Dalata.19507	Dalata.22318
Dalata.19558	Dalata.20981
Dalata.19767	Dalata.23709
Dalata.19829	Dalata.22486
Dalata.19843	Dalata.25140
Dalata.19862	Dalata.25123
Dalata.19869	Dalata.25114
Dalata.19871	Dalata.25111
Dalata.19877	Dalata.25107
Dalata.19933	Dalata.25063
Dalata.19937	Dalata.25062
Dalata.19946	Dalata.25048
Dalata.19987	Dalata.25023
Dalata.19995	Dalata.25013
Dalata.20005	Dalata.25039
Dalata.20007	Dalata.22253
Dalata.20011	Dalata.24613
Dalata.20047	Dalata.24570
Dalata.20058	Dalata.24565
Dalata.20059	Dalata.24563
Dalata.20063	Dalata.24557
Dalata.20069	Dalata.23390
Dalata.20079	Dalata.24555
Dalata.20082	Dalata.24550
Dalata.20086	Dalata.24545
Dalata.20093	Dalata.24543
Dalata.20094	Dalata.24645
Dalata.20110	Dalata.24623
Dalata.20119	Dalata.24617
Dalata.20145	Dalata.24668
Dalata.20147	Dalata.24670
Dalata.20154	Dalata.24690
Dalata.20160	Dalata.24699
Dalata.20179	Dalata.24707
Dalata.20195	Dalata.24929
Dalata.20196	Dalata.24930
Dalata.20206	Dalata.24896
Dalata.20271	Dalata.24856
Dalata.20273	Dalata.21973
Dalata.20303	Dalata.24970
Dalata.20353	Dalata.24842
Dalata.20358	Dalata.24855
Dalata.20403	Dalata.22386
Dalata.20406	Dalata.24832
Dalata.20475	Dalata.24786
Dalata.20478	Dalata.24783
Dalata.20491	Dalata.24759
Dalata.20554	Dalata.24716
Dalata.20829	Dalata.24963
Dalata.20833	Dalata.24442
Dalata.20874	Dalata.24493
Dalata.20961	Dalata.22593
Dalata.20977	Dalata.24537
Dalata.20994	Dalata.21706
Dalata.20998	Dalata.21710
Dalata.21001	Dalata.22880
Dalata.21005	Dalata.21716
Dalata.21086	Dalata.24160
Dalata.21090	Dalata.23719
Dalata.21118	Dalata.24985
Dalata.21122	Dalata.23219
Dalata.21175	Dalata.23740
Dalata.21204	Dalata.22618
Dalata.21238	Dalata.22939
Dalata.21247	Dalata.21260
Dalata.21410	Dalata.22635
Dalata.21428	Dalata.22632
Dalata.21479	Dalata.22612
Dalata.21510	Dalata.21826
Dalata.21511	Dalata.21827
Dalata.21514	Dalata.22422
Dalata.21526	Dalata.21811
Dalata.21536	Dalata.21803
Dalata.21552	Dalata.21797
Dalata.21556	Dalata.21796
Dalata.21578	Dalata.21746
Dalata.21583	Dalata.21774
Dalata.21623	Dalata.22512
Dalata.21624	Dalata.22508
Dalata.21643	Dalata.22471
Dalata.21646	Dalata.22466
Dalata.21834	Dalata.23809
Dalata.21872	Dalata.22561
Dalata.21873	Dalata.22568
Dalata.21875	Dalata.22571
Dalata.21889	Dalata.23669
Dalata.21967	Dalata.22748
Dalata.22007	Dalata.23124
Dalata.22256	Dalata.25040
Dalata.22309	Dalata.22703
Dalata.22420	Dalata.24850
Dalata.22490	Dalata.23314
Dalata.22518	Dalata.25184
Dalata.22566	Dalata.22749
Dalata.22567	Dalata.23788
Dalata.22605	Dalata.23707
Dalata.22640	Dalata.23860
Dalata.23434	Dalata.25078
Dalata.24143	Dalata.24364
Dalata.24157	Dalata.24950
Dalata.24201	Dalata.24430
Dalata.24946	Dalata.25116
