Dalata.126	Ddumetorum.20355
Dalata.1642	Ddumetorum.3785
Dalata.1643	Ddumetorum.3781
Dalata.1644	Ddumetorum.3780
Dalata.1645	Ddumetorum.3779
Dalata.1646	Ddumetorum.3778
Dalata.1649	Ddumetorum.3777
Dalata.1657	Ddumetorum.3776
Dalata.1666	Ddumetorum.3775
Dalata.1667	Ddumetorum.3774
Dalata.1668	Ddumetorum.3773
Dalata.1669	Ddumetorum.3772
Dalata.1673	Ddumetorum.3769
Dalata.1676	Ddumetorum.3768
Dalata.1677	Ddumetorum.3767
Dalata.1678	Ddumetorum.3766
Dalata.1679	Ddumetorum.3765
Dalata.1680	Ddumetorum.3763
Dalata.1683	Ddumetorum.3762
Dalata.1685	Ddumetorum.3761
Dalata.1687	Ddumetorum.3759
Dalata.1688	Ddumetorum.3758
Dalata.1689	Ddumetorum.3757
Dalata.1690	Ddumetorum.3756
Dalata.1692	Ddumetorum.3755
Dalata.1694	Ddumetorum.3753
Dalata.1697	Ddumetorum.3752
Dalata.1698	Ddumetorum.3751
Dalata.1699	Ddumetorum.3750
Dalata.1700	Ddumetorum.3749
Dalata.1704	Ddumetorum.3747
Dalata.1708	Ddumetorum.3746
Dalata.1709	Ddumetorum.3745
Dalata.1710	Ddumetorum.3744
Dalata.1711	Ddumetorum.3743
Dalata.1713	Ddumetorum.3742
Dalata.1714	Ddumetorum.3741
Dalata.1716	Ddumetorum.3740
Dalata.1720	Ddumetorum.3739
Dalata.1726	Ddumetorum.3737
Dalata.1727	Ddumetorum.3736
Dalata.1728	Ddumetorum.3735
Dalata.1730	Ddumetorum.3734
Dalata.1731	Ddumetorum.3733
Dalata.1732	Ddumetorum.3732
Dalata.1733	Ddumetorum.3730
Dalata.1735	Ddumetorum.3728
Dalata.1736	Ddumetorum.3727
Dalata.1737	Ddumetorum.3726
Dalata.1738	Ddumetorum.3725
Dalata.1739	Ddumetorum.3724
Dalata.1741	Ddumetorum.3723
Dalata.1743	Ddumetorum.3722
Dalata.1744	Ddumetorum.3721
Dalata.1746	Ddumetorum.3720
Dalata.1751	Ddumetorum.3718
Dalata.1752	Ddumetorum.3715
Dalata.1753	Ddumetorum.3714
Dalata.1754	Ddumetorum.3713
Dalata.1756	Ddumetorum.3712
Dalata.1757	Ddumetorum.3711
Dalata.1758	Ddumetorum.3710
Dalata.1760	Ddumetorum.3709
Dalata.1764	Ddumetorum.3708
Dalata.1765	Ddumetorum.3707
Dalata.1768	Ddumetorum.3704
Dalata.1770	Ddumetorum.3703
Dalata.1771	Ddumetorum.3702
Dalata.1773	Ddumetorum.3701
Dalata.1774	Ddumetorum.3700
Dalata.1776	Ddumetorum.3697
Dalata.1778	Ddumetorum.3696
Dalata.1785	Ddumetorum.3687
Dalata.1786	Ddumetorum.3686
Dalata.1787	Ddumetorum.3685
Dalata.1789	Ddumetorum.3684
Dalata.1790	Ddumetorum.3683
Dalata.1793	Ddumetorum.3698
Dalata.1795	Ddumetorum.3680
Dalata.1800	Ddumetorum.3679
Dalata.1801	Ddumetorum.3678
Dalata.1802	Ddumetorum.3677
Dalata.1804	Ddumetorum.3676
Dalata.1805	Ddumetorum.3675
Dalata.1806	Ddumetorum.3674
Dalata.1807	Ddumetorum.3673
Dalata.1808	Ddumetorum.3672
Dalata.1809	Ddumetorum.3671
Dalata.1810	Ddumetorum.3670
Dalata.1812	Ddumetorum.3668
Dalata.1813	Ddumetorum.3667
Dalata.1814	Ddumetorum.3666
Dalata.1815	Ddumetorum.3665
Dalata.1833	Ddumetorum.3663
Dalata.1839	Ddumetorum.3664
Dalata.1847	Ddumetorum.3662
Dalata.1852	Ddumetorum.3661
Dalata.1853	Ddumetorum.3660
Dalata.1855	Ddumetorum.3659
Dalata.1856	Ddumetorum.3658
Dalata.1857	Ddumetorum.3657
Dalata.1860	Ddumetorum.3656
Dalata.1862	Ddumetorum.3655
Dalata.1863	Ddumetorum.3653
Dalata.1865	Ddumetorum.3652
Dalata.1866	Ddumetorum.3651
Dalata.1867	Ddumetorum.3650
Dalata.1868	Ddumetorum.3649
Dalata.1869	Ddumetorum.3648
Dalata.1872	Ddumetorum.3644
Dalata.1873	Ddumetorum.3643
Dalata.1874	Ddumetorum.3640
Dalata.1875	Ddumetorum.3639
Dalata.1876	Ddumetorum.3638
Dalata.1877	Ddumetorum.3637
Dalata.1879	Ddumetorum.3636
Dalata.1880	Ddumetorum.3635
Dalata.1881	Ddumetorum.3634
Dalata.1882	Ddumetorum.3632
Dalata.1890	Ddumetorum.3631
Dalata.1892	Ddumetorum.3630
Dalata.1893	Ddumetorum.3629
Dalata.1894	Ddumetorum.3627
Dalata.1895	Ddumetorum.3626
Dalata.1898	Ddumetorum.3625
Dalata.1902	Ddumetorum.3623
Dalata.1903	Ddumetorum.3620
Dalata.1909	Ddumetorum.3617
Dalata.1910	Ddumetorum.3616
Dalata.1911	Ddumetorum.3615
Dalata.1914	Ddumetorum.3614
Dalata.1917	Ddumetorum.3613
Dalata.1919	Ddumetorum.3611
Dalata.1920	Ddumetorum.3610
Dalata.1923	Ddumetorum.3608
Dalata.1924	Ddumetorum.3607
Dalata.1925	Ddumetorum.3606
Dalata.1926	Ddumetorum.3605
Dalata.1927	Ddumetorum.3604
Dalata.1930	Ddumetorum.3595
Dalata.1934	Ddumetorum.3594
Dalata.1936	Ddumetorum.3593
Dalata.1937	Ddumetorum.3592
Dalata.1938	Ddumetorum.3591
Dalata.1940	Ddumetorum.3590
Dalata.1942	Ddumetorum.3589
Dalata.1943	Ddumetorum.3588
Dalata.1944	Ddumetorum.3587
Dalata.1945	Ddumetorum.3586
Dalata.1946	Ddumetorum.3585
Dalata.1947	Ddumetorum.3584
Dalata.1948	Ddumetorum.3583
Dalata.1949	Ddumetorum.3582
Dalata.1951	Ddumetorum.3581
Dalata.1952	Ddumetorum.3580
Dalata.1953	Ddumetorum.3579
Dalata.1954	Ddumetorum.3578
Dalata.1955	Ddumetorum.3577
Dalata.1959	Ddumetorum.3574
Dalata.1960	Ddumetorum.3573
Dalata.1961	Ddumetorum.3572
Dalata.1962	Ddumetorum.3570
Dalata.1963	Ddumetorum.3569
Dalata.1964	Ddumetorum.3568
Dalata.1969	Ddumetorum.3567
Dalata.1974	Ddumetorum.3565
Dalata.1975	Ddumetorum.3564
Dalata.1976	Ddumetorum.3563
Dalata.1977	Ddumetorum.3562
Dalata.1978	Ddumetorum.3561
Dalata.1982	Ddumetorum.3557
Dalata.1983	Ddumetorum.3554
Dalata.1985	Ddumetorum.3552
Dalata.1986	Ddumetorum.3551
Dalata.1987	Ddumetorum.3550
Dalata.1989	Ddumetorum.3549
Dalata.2806	Ddumetorum.9279
Dalata.2808	Ddumetorum.9277
Dalata.2809	Ddumetorum.9276
Dalata.2810	Ddumetorum.9275
Dalata.2811	Ddumetorum.9274
Dalata.2824	Ddumetorum.9272
Dalata.2825	Ddumetorum.9270
Dalata.2830	Ddumetorum.9265
Dalata.2832	Ddumetorum.9263
Dalata.2841	Ddumetorum.9261
Dalata.2843	Ddumetorum.9258
Dalata.2844	Ddumetorum.9257
Dalata.2845	Ddumetorum.9256
Dalata.2848	Ddumetorum.9254
Dalata.2849	Ddumetorum.9255
Dalata.2850	Ddumetorum.9253
Dalata.2853	Ddumetorum.9252
Dalata.2854	Ddumetorum.9251
Dalata.2855	Ddumetorum.9250
Dalata.2860	Ddumetorum.9249
Dalata.2862	Ddumetorum.9247
Dalata.2864	Ddumetorum.9245
Dalata.2865	Ddumetorum.9244
Dalata.2866	Ddumetorum.9242
Dalata.2867	Ddumetorum.9241
Dalata.2868	Ddumetorum.9240
Dalata.2869	Ddumetorum.9238
Dalata.2871	Ddumetorum.9237
Dalata.2872	Ddumetorum.9236
Dalata.2873	Ddumetorum.9235
Dalata.2874	Ddumetorum.9234
Dalata.2875	Ddumetorum.9233
Dalata.2876	Ddumetorum.9232
Dalata.2877	Ddumetorum.9231
Dalata.2878	Ddumetorum.9230
Dalata.2879	Ddumetorum.9229
Dalata.2880	Ddumetorum.9228
Dalata.2908	Ddumetorum.9227
Dalata.2909	Ddumetorum.9226
Dalata.2911	Ddumetorum.9225
Dalata.2912	Ddumetorum.9224
Dalata.2913	Ddumetorum.9223
Dalata.2914	Ddumetorum.9222
Dalata.2916	Ddumetorum.9221
Dalata.2917	Ddumetorum.9220
Dalata.2918	Ddumetorum.9219
Dalata.2919	Ddumetorum.9218
Dalata.2920	Ddumetorum.9217
Dalata.2922	Ddumetorum.9216
Dalata.2923	Ddumetorum.9215
Dalata.2926	Ddumetorum.9214
Dalata.2929	Ddumetorum.9213
Dalata.2930	Ddumetorum.9212
Dalata.2932	Ddumetorum.9211
Dalata.2933	Ddumetorum.9210
Dalata.2934	Ddumetorum.9209
Dalata.2935	Ddumetorum.9208
Dalata.2936	Ddumetorum.9207
Dalata.2937	Ddumetorum.9206
Dalata.2938	Ddumetorum.9205
Dalata.2940	Ddumetorum.9204
Dalata.2947	Ddumetorum.9203
Dalata.2948	Ddumetorum.9202
Dalata.2949	Ddumetorum.9201
Dalata.2951	Ddumetorum.9200
Dalata.2953	Ddumetorum.9199
Dalata.2954	Ddumetorum.9198
Dalata.2955	Ddumetorum.9197
Dalata.2956	Ddumetorum.9196
Dalata.2957	Ddumetorum.9195
Dalata.2959	Ddumetorum.9194
Dalata.2960	Ddumetorum.9193
Dalata.2961	Ddumetorum.9191
Dalata.2962	Ddumetorum.9190
Dalata.2963	Ddumetorum.9189
Dalata.2968	Ddumetorum.9187
Dalata.2969	Ddumetorum.9186
Dalata.2973	Ddumetorum.9184
Dalata.2976	Ddumetorum.9183
Dalata.2979	Ddumetorum.9182
Dalata.2981	Ddumetorum.9181
Dalata.2982	Ddumetorum.9180
Dalata.2984	Ddumetorum.9178
Dalata.2985	Ddumetorum.9177
Dalata.2986	Ddumetorum.9176
Dalata.2988	Ddumetorum.9174
Dalata.2989	Ddumetorum.9173
Dalata.2990	Ddumetorum.9171
Dalata.2991	Ddumetorum.9170
Dalata.2992	Ddumetorum.9169
Dalata.2994	Ddumetorum.9168
Dalata.2995	Ddumetorum.9167
Dalata.2996	Ddumetorum.9166
Dalata.2997	Ddumetorum.9165
Dalata.2999	Ddumetorum.9164
Dalata.3000	Ddumetorum.9163
Dalata.3001	Ddumetorum.9162
Dalata.3002	Ddumetorum.9161
Dalata.3003	Ddumetorum.9160
Dalata.3004	Ddumetorum.9159
Dalata.3006	Ddumetorum.9158
Dalata.3007	Ddumetorum.9157
Dalata.3008	Ddumetorum.9155
Dalata.3010	Ddumetorum.9154
Dalata.1993	Ddumetorum.15419
Dalata.1995	Ddumetorum.15420
Dalata.1996	Ddumetorum.15421
Dalata.1997	Ddumetorum.15422
Dalata.1999	Ddumetorum.15424
Dalata.2000	Ddumetorum.15425
Dalata.2002	Ddumetorum.15426
Dalata.2003	Ddumetorum.15427
Dalata.2004	Ddumetorum.15428
Dalata.2005	Ddumetorum.15429
Dalata.2006	Ddumetorum.15430
Dalata.2007	Ddumetorum.15431
Dalata.2008	Ddumetorum.15432
Dalata.2011	Ddumetorum.15435
Dalata.2012	Ddumetorum.15436
Dalata.2013	Ddumetorum.15437
Dalata.2014	Ddumetorum.15438
Dalata.2016	Ddumetorum.15439
Dalata.2018	Ddumetorum.15440
Dalata.2019	Ddumetorum.15441
Dalata.2022	Ddumetorum.15442
Dalata.2023	Ddumetorum.15443
Dalata.2024	Ddumetorum.15444
Dalata.2025	Ddumetorum.15445
Dalata.2026	Ddumetorum.15446
Dalata.2027	Ddumetorum.15447
Dalata.2028	Ddumetorum.15448
Dalata.2029	Ddumetorum.15449
Dalata.2030	Ddumetorum.15450
Dalata.2031	Ddumetorum.15452
Dalata.2035	Ddumetorum.15454
Dalata.2038	Ddumetorum.15456
Dalata.2039	Ddumetorum.15457
Dalata.2042	Ddumetorum.15459
Dalata.2043	Ddumetorum.15460
Dalata.2044	Ddumetorum.15461
Dalata.2046	Ddumetorum.15463
Dalata.2048	Ddumetorum.15464
Dalata.2049	Ddumetorum.15465
Dalata.2050	Ddumetorum.15466
Dalata.2051	Ddumetorum.15467
Dalata.2053	Ddumetorum.15468
Dalata.2054	Ddumetorum.15469
Dalata.2055	Ddumetorum.15470
Dalata.2056	Ddumetorum.15471
Dalata.2059	Ddumetorum.15472
Dalata.2060	Ddumetorum.15473
Dalata.2061	Ddumetorum.15474
Dalata.2066	Ddumetorum.15475
Dalata.2067	Ddumetorum.15476
Dalata.2068	Ddumetorum.15477
Dalata.2070	Ddumetorum.15478
Dalata.2076	Ddumetorum.15479
Dalata.2078	Ddumetorum.15480
Dalata.2079	Ddumetorum.15481
Dalata.2081	Ddumetorum.15482
Dalata.2082	Ddumetorum.15483
Dalata.2084	Ddumetorum.15485
Dalata.2086	Ddumetorum.15487
Dalata.2089	Ddumetorum.15488
Dalata.2091	Ddumetorum.15489
Dalata.2092	Ddumetorum.15490
Dalata.2098	Ddumetorum.15492
Dalata.2099	Ddumetorum.15493
Dalata.2100	Ddumetorum.15494
Dalata.2102	Ddumetorum.15495
Dalata.2105	Ddumetorum.15496
Dalata.2106	Ddumetorum.15497
Dalata.2108	Ddumetorum.15498
Dalata.2110	Ddumetorum.15499
Dalata.2111	Ddumetorum.15500
Dalata.2112	Ddumetorum.15501
Dalata.2113	Ddumetorum.15502
Dalata.2114	Ddumetorum.15503
Dalata.2115	Ddumetorum.15504
Dalata.2116	Ddumetorum.15505
Dalata.2121	Ddumetorum.15507
Dalata.2122	Ddumetorum.15508
Dalata.2123	Ddumetorum.15509
Dalata.2126	Ddumetorum.15510
Dalata.2127	Ddumetorum.15511
Dalata.2130	Ddumetorum.15512
Dalata.2137	Ddumetorum.15513
Dalata.2138	Ddumetorum.15514
Dalata.2142	Ddumetorum.15516
Dalata.2145	Ddumetorum.15518
Dalata.2146	Ddumetorum.15519
Dalata.2147	Ddumetorum.15520
Dalata.2148	Ddumetorum.15521
Dalata.2149	Ddumetorum.15522
Dalata.2150	Ddumetorum.15523
Dalata.2152	Ddumetorum.15524
Dalata.2153	Ddumetorum.15525
Dalata.2154	Ddumetorum.15526
Dalata.2155	Ddumetorum.15527
Dalata.2158	Ddumetorum.15530
Dalata.2160	Ddumetorum.15528
Dalata.2163	Ddumetorum.15534
Dalata.2164	Ddumetorum.15535
Dalata.2166	Ddumetorum.15537
Dalata.2167	Ddumetorum.15538
Dalata.2168	Ddumetorum.15539
Dalata.2169	Ddumetorum.15540
Dalata.2170	Ddumetorum.15541
Dalata.2171	Ddumetorum.15542
Dalata.2172	Ddumetorum.15543
Dalata.2173	Ddumetorum.15544
Dalata.2174	Ddumetorum.15545
Dalata.2175	Ddumetorum.15546
Dalata.2180	Ddumetorum.15547
Dalata.2181	Ddumetorum.15548
Dalata.2182	Ddumetorum.15549
Dalata.2184	Ddumetorum.15550
Dalata.2185	Ddumetorum.15551
Dalata.2189	Ddumetorum.15552
Dalata.2190	Ddumetorum.15553
Dalata.2192	Ddumetorum.15554
Dalata.2194	Ddumetorum.15555
Dalata.2196	Ddumetorum.15560
Dalata.2197	Ddumetorum.15559
Dalata.2199	Ddumetorum.15558
Dalata.2200	Ddumetorum.15557
Dalata.2200	Ddumetorum.15562
Dalata.2201	Ddumetorum.15563
Dalata.2203	Ddumetorum.15564
Dalata.2204	Ddumetorum.15567
Dalata.2206	Ddumetorum.15569
Dalata.2207	Ddumetorum.15570
Dalata.2211	Ddumetorum.15571
Dalata.2224	Ddumetorum.15574
Dalata.2225	Ddumetorum.15572
Dalata.2226	Ddumetorum.15573
Dalata.2227	Ddumetorum.15575
Dalata.2228	Ddumetorum.15576
Dalata.2229	Ddumetorum.15577
Dalata.2230	Ddumetorum.15578
Dalata.2232	Ddumetorum.15579
Dalata.2233	Ddumetorum.15580
Dalata.2235	Ddumetorum.15581
Dalata.2239	Ddumetorum.15582
Dalata.2240	Ddumetorum.15584
Dalata.2241	Ddumetorum.15585
Dalata.2242	Ddumetorum.15586
Dalata.2243	Ddumetorum.15587
Dalata.2244	Ddumetorum.15588
Dalata.2246	Ddumetorum.15589
Dalata.2247	Ddumetorum.15590
Dalata.2248	Ddumetorum.15591
Dalata.2249	Ddumetorum.15592
Dalata.2250	Ddumetorum.15594
Dalata.2251	Ddumetorum.15595
Dalata.2252	Ddumetorum.15596
Dalata.2253	Ddumetorum.15597
Dalata.2254	Ddumetorum.15598
Dalata.2255	Ddumetorum.15599
Dalata.2258	Ddumetorum.15601
Dalata.2260	Ddumetorum.15600
Dalata.2264	Ddumetorum.15602
Dalata.2265	Ddumetorum.15603
Dalata.2266	Ddumetorum.15604
Dalata.2267	Ddumetorum.15605
Dalata.2272	Ddumetorum.15607
Dalata.2274	Ddumetorum.15608
Dalata.2275	Ddumetorum.15609
Dalata.2276	Ddumetorum.15610
Dalata.2277	Ddumetorum.15615
Dalata.2278	Ddumetorum.15616
Dalata.2279	Ddumetorum.15617
Dalata.2280	Ddumetorum.15618
Dalata.2281	Ddumetorum.15619
Dalata.2283	Ddumetorum.15620
Dalata.2285	Ddumetorum.15622
Dalata.2286	Ddumetorum.15623
Dalata.2287	Ddumetorum.15625
Dalata.2291	Ddumetorum.15626
Dalata.2305	Ddumetorum.15627
Dalata.2307	Ddumetorum.15628
Dalata.2308	Ddumetorum.15629
Dalata.2309	Ddumetorum.15630
Dalata.2313	Ddumetorum.15633
Dalata.2317	Ddumetorum.15634
Dalata.2318	Ddumetorum.15635
Dalata.2319	Ddumetorum.15636
Dalata.2321	Ddumetorum.15637
Dalata.2322	Ddumetorum.15638
Dalata.2323	Ddumetorum.15639
Dalata.2324	Ddumetorum.15644
Dalata.2325	Ddumetorum.15645
Dalata.2333	Ddumetorum.15646
Dalata.2339	Ddumetorum.15646
Dalata.2347	Ddumetorum.15648
Dalata.2353	Ddumetorum.15650
Dalata.2354	Ddumetorum.15651
Dalata.2356	Ddumetorum.15654
Dalata.2357	Ddumetorum.15655
Dalata.2358	Ddumetorum.15656
Dalata.2361	Ddumetorum.15657
Dalata.2362	Ddumetorum.15658
Dalata.2363	Ddumetorum.15659
Dalata.2364	Ddumetorum.15661
Dalata.2365	Ddumetorum.15662
Dalata.2366	Ddumetorum.15663
Dalata.2367	Ddumetorum.15664
Dalata.2368	Ddumetorum.15667
Dalata.2369	Ddumetorum.15668
Dalata.2370	Ddumetorum.15669
Dalata.2371	Ddumetorum.15670
Dalata.2374	Ddumetorum.15672
Dalata.2375	Ddumetorum.15673
Dalata.2377	Ddumetorum.15675
Dalata.2379	Ddumetorum.15679
Dalata.2381	Ddumetorum.15680
Dalata.2383	Ddumetorum.15681
Dalata.2384	Ddumetorum.15682
Dalata.2387	Ddumetorum.15688
Dalata.2388	Ddumetorum.15695
Dalata.2396	Ddumetorum.15701
Dalata.2397	Ddumetorum.15702
Dalata.2398	Ddumetorum.15705
Dalata.2399	Ddumetorum.15707
Dalata.2401	Ddumetorum.15709
Dalata.2403	Ddumetorum.15710
Dalata.2404	Ddumetorum.15714
Dalata.2405	Ddumetorum.15716
Dalata.2406	Ddumetorum.15717
Dalata.2408	Ddumetorum.15722
Dalata.2409	Ddumetorum.15723
Dalata.2411	Ddumetorum.15729
Dalata.2412	Ddumetorum.15732
Dalata.2414	Ddumetorum.15735
Dalata.2416	Ddumetorum.15741
Dalata.2417	Ddumetorum.15742
Dalata.2424	Ddumetorum.15748
Dalata.2427	Ddumetorum.15750
Dalata.2428	Ddumetorum.15755
Dalata.2432	Ddumetorum.15767
Dalata.2436	Ddumetorum.15773
Dalata.2441	Ddumetorum.15775
Dalata.2444	Ddumetorum.15779
Dalata.2450	Ddumetorum.15792
Dalata.2451	Ddumetorum.15794
Dalata.2453	Ddumetorum.15806
Dalata.2489	Ddumetorum.15863
Dalata.2492	Ddumetorum.15860
Dalata.2496	Ddumetorum.15850
Dalata.2497	Ddumetorum.15848
Dalata.2499	Ddumetorum.15831
Dalata.2502	Ddumetorum.15827
Dalata.2504	Ddumetorum.15817
Dalata.2508	Ddumetorum.15890
Dalata.2510	Ddumetorum.15893
Dalata.2512	Ddumetorum.15895
Dalata.2513	Ddumetorum.15896
Dalata.2514	Ddumetorum.15899
Dalata.2515	Ddumetorum.15901
Dalata.2516	Ddumetorum.15902
Dalata.2517	Ddumetorum.15904
Dalata.2520	Ddumetorum.15905
Dalata.2521	Ddumetorum.15906
Dalata.2523	Ddumetorum.15907
Dalata.2524	Ddumetorum.15908
Dalata.2525	Ddumetorum.15910
Dalata.2526	Ddumetorum.15912
Dalata.2527	Ddumetorum.15913
Dalata.2529	Ddumetorum.15915
Dalata.2530	Ddumetorum.15918
Dalata.2532	Ddumetorum.15920
Dalata.2536	Ddumetorum.15921
Dalata.2537	Ddumetorum.15922
Dalata.2538	Ddumetorum.15927
Dalata.2540	Ddumetorum.15929
Dalata.2541	Ddumetorum.15931
Dalata.2545	Ddumetorum.15932
Dalata.2546	Ddumetorum.15933
Dalata.2547	Ddumetorum.15934
Dalata.2550	Ddumetorum.15936
Dalata.2551	Ddumetorum.15937
Dalata.2552	Ddumetorum.15939
Dalata.2555	Ddumetorum.15940
Dalata.2564	Ddumetorum.15968
Dalata.2568	Ddumetorum.15981
Dalata.2569	Ddumetorum.15983
Dalata.2570	Ddumetorum.15984
Dalata.2571	Ddumetorum.15985
Dalata.2572	Ddumetorum.15986
Dalata.2574	Ddumetorum.15987
Dalata.2575	Ddumetorum.15989
Dalata.2576	Ddumetorum.15990
Dalata.2577	Ddumetorum.15992
Dalata.2578	Ddumetorum.15994
Dalata.2579	Ddumetorum.15995
Dalata.2583	Ddumetorum.15995
Dalata.2584	Ddumetorum.16018
Dalata.2586	Ddumetorum.15997
Dalata.2587	Ddumetorum.16003
Dalata.2588	Ddumetorum.16005
Dalata.2589	Ddumetorum.16020
Dalata.2590	Ddumetorum.16024
Dalata.2611	Ddumetorum.16025
Dalata.2612	Ddumetorum.16026
Dalata.2613	Ddumetorum.16027
Dalata.2614	Ddumetorum.16028
Dalata.2615	Ddumetorum.16033
Dalata.2616	Ddumetorum.16034
Dalata.2618	Ddumetorum.16036
Dalata.2619	Ddumetorum.16037
Dalata.2620	Ddumetorum.16038
Dalata.2621	Ddumetorum.16039
Dalata.2622	Ddumetorum.16040
Dalata.2623	Ddumetorum.16041
Dalata.2624	Ddumetorum.16042
Dalata.2625	Ddumetorum.16043
Dalata.2628	Ddumetorum.16045
Dalata.2630	Ddumetorum.16047
Dalata.2633	Ddumetorum.16048
Dalata.2634	Ddumetorum.16049
Dalata.2635	Ddumetorum.16050
Dalata.2636	Ddumetorum.16051
Dalata.2653	Ddumetorum.16054
Dalata.2656	Ddumetorum.16055
Dalata.2679	Ddumetorum.16058
Dalata.2680	Ddumetorum.16059
Dalata.2681	Ddumetorum.16060
Dalata.2688	Ddumetorum.16062
Dalata.2690	Ddumetorum.16063
Dalata.2695	Ddumetorum.16065
Dalata.2697	Ddumetorum.16067
Dalata.2698	Ddumetorum.16066
Dalata.2699	Ddumetorum.16069
Dalata.2700	Ddumetorum.16070
Dalata.2703	Ddumetorum.16071
Dalata.2706	Ddumetorum.16072
Dalata.2711	Ddumetorum.16074
Dalata.2715	Ddumetorum.16080
Dalata.2716	Ddumetorum.16079
Dalata.2717	Ddumetorum.16078
Dalata.2720	Ddumetorum.16077
Dalata.2721	Ddumetorum.16076
Dalata.2722	Ddumetorum.16075
Dalata.2723	Ddumetorum.16082
Dalata.2726	Ddumetorum.16084
Dalata.2732	Ddumetorum.16086
Dalata.2734	Ddumetorum.16087
Dalata.2733	Ddumetorum.16088
Dalata.2737	Ddumetorum.16091
Dalata.2739	Ddumetorum.16092
Dalata.2747	Ddumetorum.16095
Dalata.2756	Ddumetorum.16096
Dalata.2758	Ddumetorum.16097
Dalata.2761	Ddumetorum.16098
Dalata.2777	Ddumetorum.16100
Dalata.2794	Ddumetorum.16102
Dalata.2796	Ddumetorum.16103
Dalata.2797	Ddumetorum.16104
Dalata.2798	Ddumetorum.16105
Dalata.2799	Ddumetorum.16106
Dalata.2800	Ddumetorum.16107
Dalata.2801	Ddumetorum.16108
Dalata.2802	Ddumetorum.16109
Dalata.2803	Ddumetorum.16110
Dalata.2804	Ddumetorum.16111
Dalata.2805	Ddumetorum.16112
Dalata.2806	Ddumetorum.16113
Dalata.2807	Ddumetorum.16114
Dalata.2825	Ddumetorum.16126
Dalata.2826	Ddumetorum.16127
Dalata.2830	Ddumetorum.16130
Dalata.2831	Ddumetorum.16131
Dalata.2833	Ddumetorum.16133
Dalata.2841	Ddumetorum.16135
Dalata.3016	Ddumetorum.5609
Dalata.3018	Ddumetorum.5610
Dalata.3019	Ddumetorum.5613
Dalata.3020	Ddumetorum.5614
Dalata.3021	Ddumetorum.5615
Dalata.3022	Ddumetorum.5616
Dalata.3023	Ddumetorum.5617
Dalata.3024	Ddumetorum.5618
Dalata.3025	Ddumetorum.5619
Dalata.3026	Ddumetorum.5620
Dalata.3028	Ddumetorum.5621
Dalata.3029	Ddumetorum.5622
Dalata.3030	Ddumetorum.5623
Dalata.3031	Ddumetorum.5624
Dalata.3032	Ddumetorum.5625
Dalata.3035	Ddumetorum.5627
Dalata.3036	Ddumetorum.5628
Dalata.3037	Ddumetorum.5629
Dalata.3038	Ddumetorum.5630
Dalata.3039	Ddumetorum.5631
Dalata.3040	Ddumetorum.5632
Dalata.3041	Ddumetorum.5633
Dalata.3042	Ddumetorum.5634
Dalata.3043	Ddumetorum.5635
Dalata.3044	Ddumetorum.5636
Dalata.3045	Ddumetorum.5638
Dalata.3046	Ddumetorum.5639
Dalata.3047	Ddumetorum.5640
Dalata.3048	Ddumetorum.5641
Dalata.3049	Ddumetorum.5642
Dalata.3050	Ddumetorum.5643
Dalata.3051	Ddumetorum.5644
Dalata.3054	Ddumetorum.5646
Dalata.3056	Ddumetorum.5648
Dalata.3058	Ddumetorum.5649
Dalata.3059	Ddumetorum.5650
Dalata.3060	Ddumetorum.5651
Dalata.3063	Ddumetorum.5653
Dalata.3064	Ddumetorum.5654
Dalata.3065	Ddumetorum.5655
Dalata.3066	Ddumetorum.5656
Dalata.3067	Ddumetorum.5657
Dalata.3068	Ddumetorum.5658
Dalata.3070	Ddumetorum.5659
Dalata.3073	Ddumetorum.5661
Dalata.3074	Ddumetorum.5662
Dalata.3076	Ddumetorum.5663
Dalata.3077	Ddumetorum.5664
Dalata.3078	Ddumetorum.5665
Dalata.3081	Ddumetorum.5666
Dalata.3082	Ddumetorum.5667
Dalata.3083	Ddumetorum.5668
Dalata.3085	Ddumetorum.5671
Dalata.3087	Ddumetorum.5672
Dalata.3089	Ddumetorum.5673
Dalata.3090	Ddumetorum.5674
Dalata.3091	Ddumetorum.5675
Dalata.3093	Ddumetorum.5676
Dalata.3094	Ddumetorum.5677
Dalata.3095	Ddumetorum.5678
Dalata.3098	Ddumetorum.5679
Dalata.3100	Ddumetorum.5680
Dalata.3103	Ddumetorum.5681
Dalata.3105	Ddumetorum.5682
Dalata.3108	Ddumetorum.5683
Dalata.3110	Ddumetorum.5684
Dalata.3111	Ddumetorum.5685
Dalata.3112	Ddumetorum.5686
Dalata.3113	Ddumetorum.5687
Dalata.3114	Ddumetorum.5688
Dalata.3116	Ddumetorum.5689
Dalata.3117	Ddumetorum.5690
Dalata.3118	Ddumetorum.5692
Dalata.3121	Ddumetorum.5694
Dalata.3122	Ddumetorum.5695
Dalata.3123	Ddumetorum.5696
Dalata.3124	Ddumetorum.5697
Dalata.3127	Ddumetorum.5698
Dalata.3128	Ddumetorum.5699
Dalata.3130	Ddumetorum.5700
Dalata.3131	Ddumetorum.5701
Dalata.3132	Ddumetorum.5702
Dalata.3133	Ddumetorum.5703
Dalata.3134	Ddumetorum.5704
Dalata.3135	Ddumetorum.5705
Dalata.3136	Ddumetorum.5706
